,Value
162,-100.56679410150645
163,-97.67023007096957
164,-160.13138108392758
165,-90.87226666072985
166,-110.44772503459527
167,-115.17888698897977
168,-140.7951868751614
169,-97.95117692226749
170,-128.27509901453195
171,-104.95032608893128
172,-104.21127539233426
173,-105.32795986373563
174,-152.2107778039328
175,-117.93234031052562
176,-132.80707706882643
177,-136.40290784863208
178,-132.10562853777046
179,-81.03089465495052
180,-131.61234121457207
181,-117.0247853506016
182,-89.26747700491858
183,-98.0412197390414
184,-98.30622091059605
185,-114.27800733727251
186,-133.01455526736413
187,-123.50208836396305
188,-113.22279662239764
189,-110.20367530977815
190,-95.82699723292268
191,-82.76667870709801
192,-101.96467020666242
193,-135.81538211310834
194,-96.968951176512
195,-85.07508050058722
196,-86.78143939269187
197,-107.43095787988325
198,-85.74874683457232
199,-98.12334034108832
200,-98.70636975097986
201,-116.96376592794665
202,-128.51947146468675
203,-85.49358960438047
204,-70.87147689683711
205,-110.965933773811
206,-113.56376013278006
207,-120.64717334084298
208,-87.6234698059732
209,-91.07865685920406
210,-99.4970491189439
211,-125.17269217816144
212,-102.93139714099068
213,-110.73879862427566
214,-111.30492101679616
215,-108.3519657914821
216,-96.07953548948406
217,-106.1876685916664
218,-122.63027451518943
219,-87.61896298359643
220,-112.78331859015668
221,-108.022455054642
222,-110.17600141670576
223,-98.10783961844922
224,-97.39071493844794
225,-92.18855232399366
226,-119.98138888916279
227,-100.38387275555382
228,-115.524884625185
229,-116.21906231888256
230,-105.17160397962054
231,-102.21418707907297
232,-116.92895248590212
233,-87.6523379231732
234,-93.96031414965336
235,-97.96150695938876
236,-75.55515570442518
237,-107.50284849990763
238,-123.7254946762032
239,-94.63839321864585
240,-95.58180015420996
241,-118.8636404031065
242,-76.39284555083574
243,-111.82222046582777
244,-91.9048164595518
245,-76.37887199945821
246,-113.49331746294506
247,-119.39117595057444
248,-106.43146455751608
249,-103.99297280062254
250,-130.93658028436863
251,-99.02112032425819
252,-78.03220931984416
253,-95.99052087663874
254,-106.44496829466894
255,-108.44280120118796
256,-96.43594173073909
257,-109.83916671685824
258,-118.03120562356358
259,-94.86476401400913
260,-116.03796244773143
261,-66.08192138597494
262,-102.26535984281962
263,-58.627841847909735
264,-123.31262232580343
265,-129.0856895428558
266,-97.15629397251857
267,-97.42091341615284
268,-71.01887076268146
269,-79.57581932385565
270,-100.2479923172629
271,-75.85348368481279
272,-92.49175696560607
273,-88.90796424669169
274,-128.7877035098089
275,-76.16619877600739
276,-120.75148667222689
277,-95.52564327999576
278,-82.53112883872066
279,-75.67247369834288
280,-123.06932212676261
281,-117.7667418057957
282,-94.24488164744007
283,-110.3400576112588
284,-76.42532608707947
285,-110.24395377232119
286,-83.69148867202169
287,-116.27773061800897
288,-116.11219391352651
289,-87.2107518538717
290,-100.4758204676641
291,-89.56230491410165
292,-83.13717853419162
293,-109.21859827973103
294,-86.5821698416372
295,-87.2094886940948
296,-101.5776626602244
297,-101.20705389945881
298,-85.16240629676449
299,-137.17212111136877
