,Value
111,-113.42782531914906
112,-112.49168080846944
113,-125.26381323528771
114,-104.98862169972963
115,-127.10839069682171
116,-129.92120418425765
117,-118.60258119023544
118,-124.5455622142769
119,-113.7684266013886
120,-100.85674142375277
121,-106.65674943632348
122,-100.82228489942784
123,-119.72580438734943
124,-91.5753985202703
125,-118.42933632208717
126,-105.16395942919614
127,-91.11635393187355
128,-103.5306576986214
129,-92.35611523144613
130,-130.53871657339474
131,-109.06880306663614
132,-141.94988527788857
133,-125.04083260916889
134,-119.4937828764314
135,-124.11618277020816
136,-122.3567138078688
137,-127.99910070338062
138,-103.77551299479781
139,-82.3789017361112
140,-156.55261035061318
141,-125.55923025419945
142,-143.0979536348837
143,-114.29752184903916
144,-126.52021972902301
145,-130.91755065589837
146,-98.82882407295861
147,-125.85530325300593
148,-101.07690633516268
149,-128.1814933266139
150,-100.88527568255803
151,-91.31961256515834
152,-120.30186430652955
153,-133.8420658364021
154,-139.15142774691034
155,-109.22534099485931
156,-118.81527775217197
157,-109.17990164324189
158,-92.86061185300989
159,-119.33343250437065
160,-91.41535109827647
161,-99.69379056805346
162,-100.58679410150644
163,-98.53023007096967
164,-160.2513810839277
165,-91.51226666073002
166,-110.79772503459522
167,-114.90888698897982
168,-140.10518687516085
169,-97.26117692226742
170,-126.18509901453172
171,-104.21032608893135
172,-104.92127539233415
173,-107.07795986373552
174,-151.2707778039324
175,-116.90234031052576
176,-130.05707706882612
177,-136.89290784863223
178,-132.26562853777062
179,-82.45089465495074
180,-134.64234121457176
181,-116.92478535060138
182,-89.17747700491842
183,-99.1312197390413
184,-98.13622091059608
185,-114.74800733727265
186,-132.10455526736357
187,-121.9620883639631
188,-115.25279662239787
189,-110.38367530977789
190,-95.77699723292287
191,-83.06667870709813
192,-102.02467020666244
193,-136.50538211310817
194,-96.18895117651206
195,-85.67508050058741
196,-84.91143939269202
197,-107.00095787988339
198,-86.41874683457229
199,-97.24334034108813
200,-98.71636975097981
201,-118.22376592794733
202,-128.04947146468658
203,-84.84358960438053
204,-71.88147689683707
205,-110.03593377381085
206,-113.20376013278
207,-120.9471733408429
208,-87.30346980597317
209,-91.93865685920403
210,-100.63704911894392
211,-124.55269217816142
212,-101.62139714099052
213,-110.98879862427566
214,-111.90492101679634
215,-108.6919657914822
216,-96.01953548948387
217,-105.70766859166656
218,-123.58027451518926
219,-87.9889629835965
220,-110.40331859015676
221,-109.40245505464233
222,-110.1760014167058
223,-97.89783961844904
224,-97.40071493844798
225,-90.10855232399372
226,-120.9013888891631
227,-102.61387275555387
228,-116.7148846251853
229,-116.39906231888267
230,-107.93160397962056
231,-101.41418707907296
232,-116.66895248590208
233,-88.96233792317332
234,-96.33031414965338
235,-98.60150695938859
236,-77.59515570442528
237,-109.24284849990784
238,-125.71549467620343
239,-95.35839321864572
240,-97.20180015420965
241,-120.18364040310652
242,-77.26284555083572
243,-111.68222046582768
244,-91.62481645955171
245,-77.87887199945811
246,-113.45331746294525
247,-119.26117595057451
248,-106.27146455751635
249,-102.872972800623
250,-131.89658028436853
251,-98.9011203242583
252,-77.75220931984401
253,-95.97052087663843
254,-106.85496829466888
255,-108.602801201188
256,-95.21594173073935
257,-111.25916671685846
258,-117.39120562356318
259,-95.43476401400916
260,-115.48796244773135
261,-64.41192138597476
262,-102.57535984281944
263,-59.08784184790973
264,-122.8926223258032
265,-129.0456895428559
266,-96.65629397251836
267,-97.95091341615276
268,-71.43887076268149
269,-79.8758193238557
270,-100.86799231726295
271,-74.6334836848126
272,-92.95175696560588
273,-89.21796424669182
274,-129.1677035098088
275,-75.32619877600753
276,-121.38148667222697
277,-96.3856432799959
278,-83.6011288387208
279,-76.65247369834259
280,-122.83932212676282
281,-119.56674180579557
282,-93.36488164743984
283,-110.36005761125871
284,-76.34532608707954
285,-109.2139537723211
286,-87.06148867202178
287,-117.1977306180094
288,-118.03219391352653
289,-86.60075185387166
290,-102.05582046766423
291,-89.62230491410178
292,-83.96717853419162
293,-110.21859827973101
294,-86.41216984163712
295,-87.30948869409463
296,-101.45766266022416
297,-101.60705389945907
298,-86.97240629676443
299,-136.3121211113687
