,Value
0,-120.81184485565106
1,-122.3547153467387
2,-165.15999191312451
3,-123.36087767396752
4,-129.86647891247011
5,-153.7732197046162
6,-136.65549671078765
7,-131.76101921274855
8,-130.40568808925963
9,-136.92242376729484
10,-91.0209487923578
11,-87.80402727162672
12,-133.77165928321597
13,-155.97860529720919
14,-128.89132690317285
15,-120.21596875976036
16,-147.5551452315796
17,-118.28589292599436
18,-109.41613760014214
19,-92.70956751467303
20,-122.87618443017341
21,-121.3695882401237
22,-146.00409495395522
23,-127.18452380704784
24,-139.56356931603776
25,-135.72933827263728
26,-126.39576146625322
27,-109.90631505925694
28,-114.56949362941714
29,-117.245564948157
30,-109.98337582592721
31,-101.89499327725109
32,-115.71135573130036
33,-152.05302055345447
34,-142.9363942140954
35,-96.61279784012847
36,-146.1917686734357
37,-124.37943755611305
38,-90.37007041247008
39,-138.46487901935805
40,-95.2594402667493
41,-101.62964596795236
42,-120.34812416104967
43,-103.23327446773473
44,-112.90306409923433
45,-145.72907399753072
46,-128.46886672086785
47,-110.71032491815738
48,-127.86459471110174
49,-102.1485379687042
50,-117.03896984701007
51,-117.54812246076467
52,-104.96349089384448
53,-114.21438297169031
54,-135.19086712775942
55,-77.64038684674343
56,-106.40686734412239
57,-137.82151580216603
58,-147.342454964848
59,-123.00788295599486
60,-96.63964727596911
61,-105.75450957021549
62,-105.03178940341331
63,-121.83566334234999
64,-89.40993484339177
65,-118.08482808605766
66,-103.14660427241708
67,-94.46780207197763
68,-127.94759300054218
69,-83.88895041465643
70,-121.2671994330398
71,-122.78375220872044
72,-119.70753639440936
73,-110.75092829790405
74,-118.01831041834683
75,-153.3303101346129
76,-106.45203302231019
77,-103.85544932168848
78,-103.1387315885253
79,-118.77476034217582
80,-105.35189486971251
81,-159.8374122528508
82,-125.77438776293431
83,-99.15128399311727
84,-96.39339954503312
85,-102.15812178980198
86,-161.2131377048462
87,-130.9795971255058
88,-100.60972960030571
89,-85.53456252254463
90,-93.31355202287196
91,-109.05721954029687
92,-102.40055538851864
93,-101.71139703441722
94,-107.66591045696347
95,-125.53641347662786
96,-90.03681424884124
97,-115.17502376343361
98,-105.00158058297181
99,-124.32408335577307
100,-85.87033863660157
101,-117.10228497469488
102,-64.94482867215922
103,-123.86331891699572
104,-116.99221213319652
105,-149.12182522460776
106,-105.80631687666326
107,-107.5069078395101
108,-112.81433929607196
109,-123.32440128848764
110,-101.59487949098661
111,-113.34782531914941
112,-114.59168080846936
113,-125.80381323528763
114,-104.24862169972926
115,-126.72839069682144
116,-130.6312041842578
117,-119.13258119023548
118,-123.95556221427655
119,-114.51842660138837
120,-99.53674142375272
121,-107.08674943632373
122,-100.5822848994281
123,-118.2558043873499
124,-90.5153985202704
125,-118.69933632208722
126,-104.38395942919615
127,-92.35635393187337
128,-103.39065769862161
129,-91.87611523144645
130,-130.03871657339454
131,-107.90880306663612
132,-142.0198852778888
133,-125.25083260916873
134,-120.31378287643113
135,-124.17618277020873
136,-122.36671380786888
137,-128.97910070338054
138,-103.3655129947977
139,-81.83890173611113
140,-156.7026103506127
141,-126.89923025419955
142,-143.24795363488383
143,-114.2975218490388
144,-127.16021972902266
145,-131.21755065589818
146,-101.07882407295878
147,-124.81530325300602
148,-100.40690633516257
149,-128.15149332661457
150,-101.52527568255805
151,-92.35961256515887
152,-122.07186430653005
153,-135.5520658364027
154,-139.3714277469103
155,-108.80534099485945
156,-116.87527775217238
157,-107.78990164324185
158,-92.63061185300981
159,-119.6434325043703
160,-91.80535109827636
161,-99.5937905680535
162,-99.95679410150662
163,-100.38023007096966
164,-160.08138108392765
165,-90.07226666073024
166,-110.86772503459528
167,-115.45888698897951
168,-140.8751868751613
169,-97.46117692226744
170,-128.3050990145319
171,-104.7003260889314
172,-105.41127539233439
173,-106.05795986373566
174,-151.88077780393274
175,-116.89234031052573
176,-132.81707706882636
177,-137.18290784863206
178,-131.94562853777032
179,-82.24089465495064
180,-133.99234121457175
181,-116.77478535060143
182,-89.56747700491853
183,-98.96121973904144
184,-98.56622091059612
185,-114.85800733727262
186,-132.9545552673639
187,-123.70208836396318
188,-114.17279662239801
189,-109.66367530977791
190,-96.18699723292285
191,-82.71667870709814
192,-101.83467020666248
193,-136.99538211310823
194,-97.17895117651202
195,-85.7050805005874
196,-85.81143939269194
197,-107.98095787988325
198,-85.59874683457232
199,-97.7733403410879
200,-98.04636975097955
201,-118.04376592794742
202,-127.76947146468751
203,-86.13358960438059
204,-73.14147689683719
205,-111.02593377381109
206,-113.67376013278013
207,-121.93717334084292
208,-87.2134698059734
209,-92.03865685920405
210,-101.28704911894371
211,-122.86269217816152
212,-102.4913971409909
213,-110.92879862427546
214,-112.05492101679593
215,-107.58196579148216
216,-95.77953548948388
217,-106.4476685916663
218,-122.31027451518932
219,-88.63896298359663
220,-109.88331859015696
221,-109.01245505464199
222,-110.31600141670563
223,-99.01783961844906
224,-96.87071493844788
225,-92.2185523239937
226,-122.63138888916316
227,-101.61387275555391
228,-115.87488462518563
229,-116.43906231888256
230,-107.69160397962028
231,-102.284187079073
232,-117.06895248590213
233,-88.63233792317325
234,-96.74031414965353
235,-98.26150695938877
236,-76.92515570442522
237,-108.54284849990754
238,-125.90549467620345
239,-93.70839321864594
240,-97.87180015420964
241,-119.57364040310657
242,-75.45284555083585
243,-112.2922204658277
244,-91.56481645955196
245,-76.26887199945837
246,-113.06331746294525
247,-119.47117595057448
248,-108.03146455751619
249,-103.05297280062305
250,-131.6065802843688
251,-98.8011203242584
252,-78.62220931984388
253,-96.4005208766385
254,-107.05496829466884
255,-108.95280120118801
256,-97.19594173073926
257,-111.93916671685847
258,-115.9812056235633
259,-96.68476401400909
260,-116.40796244773158
261,-62.85192138597483
262,-102.88535984281955
263,-58.98784184790973
264,-123.76262232580322
265,-128.80568954285613
266,-98.68629397251831
267,-98.46091341615299
268,-71.67887076268164
269,-80.07581932385554
270,-101.22799231726316
271,-76.95348368481265
272,-93.48175696560602
273,-88.89796424669169
274,-128.1977035098088
275,-75.89619877600721
276,-120.82148667222705
277,-95.25564327999572
278,-79.84112883872105
279,-74.01247369834303
280,-122.32932212676326
281,-119.41674180579568
282,-94.30488164744006
283,-110.34005761125877
284,-77.26532608707947
285,-108.90395377232123
286,-85.6814886720218
287,-115.98773061800944
288,-116.64219391352643
289,-86.75075185387172
290,-100.28582046766412
291,-88.80230491410182
292,-83.54717853419159
293,-109.32859827973111
294,-86.63216984163734
295,-87.75948869409488
296,-101.2876626602241
297,-101.27705389945893
298,-88.27240629676449
299,-137.19212111136852
