,Value
132,-141.2998852778896
133,-123.590832609169
134,-117.96378287643142
135,-123.15618277020872
136,-120.416713807869
137,-125.65910070338084
138,-102.11551299479804
139,-78.67890173611116
140,-156.64261035061344
141,-125.17923025419944
142,-141.1879536348831
143,-112.54752184903907
144,-125.95021972902285
145,-131.32755065589828
146,-98.31882407295906
147,-126.42530325300649
148,-98.9169063351624
149,-127.28149332661476
150,-98.30527568255805
151,-88.3296125651584
152,-118.85186430652834
153,-131.7020658364024
154,-140.4914277469099
155,-107.3253409948588
156,-119.48527775217192
157,-108.6099016432415
158,-92.01061185300992
159,-118.1534325043707
160,-87.15535109827653
161,-97.6737905680535
162,-99.48679410150662
163,-96.88023007096942
164,-161.1313810839277
165,-87.27226666073003
166,-108.24772503459538
167,-112.10888698898016
168,-140.24518687516132
169,-94.33117692226749
170,-124.3250990145317
171,-100.79032608893074
172,-103.13127539233415
173,-102.69795986373563
174,-151.10077780393263
175,-115.38234031052559
176,-128.5870770688261
177,-133.83290784863266
178,-130.4756285377711
179,-77.05089465495065
180,-133.26234121457168
181,-116.05478535060134
182,-86.25747700491858
183,-96.89121973904142
184,-93.88622091059607
185,-110.4880073372727
186,-131.07455526736413
187,-120.87208836396319
188,-112.47279662239764
189,-108.43367530977818
190,-93.95699723292294
191,-81.13667870709823
192,-100.29467020666254
193,-135.54538211310847
194,-92.91895117651187
195,-83.64508050058744
196,-83.23143939269167
197,-105.47095787988344
198,-82.72874683457209
199,-93.40334034108835
200,-95.32636975097961
201,-117.90376592794743
202,-127.41947146468674
203,-84.43358960438051
204,-68.06147689683684
205,-108.01593377381054
206,-112.67376013277996
207,-121.49717334084286
208,-85.1434698059731
209,-89.21865685920426
210,-100.96704911894426
211,-122.26269217816177
212,-104.12139714099058
213,-110.5487986242764
214,-112.17492101679579
215,-106.78196579148216
216,-95.62953548948381
217,-102.37766859166634
218,-123.19027451518846
219,-88.0589629835972
220,-108.28331859015591
221,-107.88245505464272
222,-108.07600141670589
223,-94.65783961844907
224,-95.52071493844792
225,-87.17855232399357
226,-119.09138888916304
227,-97.94387275555393
228,-112.79488462518535
229,-111.48906231888267
230,-104.4016039796202
231,-98.0241870790729
232,-111.4689524859019
233,-80.91233792317328
234,-90.3003141496535
235,-93.94150695938883
236,-72.07515570442521
237,-104.91284849990738
238,-121.76549467620343
239,-87.21839321864596
240,-92.94180015420987
241,-116.85364040310654
242,-72.27284555083587
243,-105.74222046582796
244,-87.45481645955162
245,-69.95887199945857
246,-108.45331746294536
247,-116.39117595057473
248,-103.67146455751632
249,-102.04297280062308
250,-126.92658028436854
251,-94.07112032425849
252,-74.50220931984427
253,-92.66052087663844
254,-103.69496829466871
255,-102.53280120118805
256,-91.52594173073884
257,-106.51916671685808
258,-116.70120562356348
259,-92.64476401400921
260,-112.29796244773169
261,-58.021921385974984
262,-97.66535984281981
263,-55.94784184790982
264,-123.63262232580298
265,-126.12568954285673
266,-93.28629397251852
267,-95.29091341615273
268,-67.3488707626814
269,-76.54581932385584
270,-100.80799231726299
271,-73.57348368481264
272,-88.17175696560597
273,-85.59796424669166
274,-128.80770350980953
275,-76.27619877600753
276,-119.17148667222682
277,-92.90564327999596
278,-81.24112883872051
279,-71.28247369834313
280,-121.35932212676303
281,-116.25674180579556
282,-91.18488164744016
283,-105.5900576112584
284,-73.65532608707943
285,-106.37395377232076
286,-79.60148867202182
287,-115.55773061800923
288,-114.70219391352654
289,-84.65075185387161
290,-96.51582046766394
291,-86.91230491410232
292,-79.6071785341915
293,-109.20859827973088
294,-83.76216984163733
295,-83.20948869409483
296,-100.06766266022456
297,-98.07705389945897
298,-81.44240629676446
299,-136.2821211113685
