,Value
0,-130.72184485565288
1,-119.85471534673908
2,-165.27999191312418
3,-122.75087767396754
4,-130.2964789124697
5,-153.10321970461524
6,-133.52549671078745
7,-131.5810192127489
8,-131.29568808925978
9,-137.48242376729507
10,-90.43094879235784
11,-86.52402727162657
12,-133.46165928321597
13,-155.83860529720917
14,-126.7613269031737
15,-121.28596875976022
16,-148.0951452315794
17,-119.39589292599453
18,-109.05613760014205
19,-90.49956751467278
20,-123.5361844301732
21,-120.90958824012375
22,-148.02409495395483
23,-129.3745238070481
24,-141.1835693160379
25,-135.27933827263678
26,-126.18576146625364
27,-111.14631505925789
28,-114.42949362941707
29,-117.71556494815734
30,-110.4033758259274
31,-102.08499327725107
32,-117.2613557313
33,-151.12302055345452
34,-143.02639421409543
35,-97.2027978401284
36,-146.52176867343627
37,-125.78943755611324
38,-90.86007041246998
39,-139.12487901935805
40,-95.39944026674947
41,-101.79964596795234
42,-120.12812416104973
43,-102.73327446773473
44,-113.5030640992345
45,-146.49907399753096
46,-128.25886672086813
47,-112.61032491815679
48,-128.64459471110143
49,-101.49853796870426
50,-115.9889698470103
51,-118.20812246076468
52,-104.5534908938447
53,-115.42438297169045
54,-137.5708671277596
55,-77.10038684674333
56,-106.56686734412237
57,-138.03151580216618
58,-146.94245496484774
59,-122.65788295599498
60,-97.83964727596927
61,-106.36450957021535
62,-106.51178940341319
63,-122.37566334235039
64,-89.80993484339166
65,-117.46482808605774
66,-104.4966042724171
67,-95.06780207197747
68,-126.767593000542
69,-83.97895041465668
70,-122.6771994330398
71,-123.71375220872012
72,-120.96753639440908
73,-111.87092829790402
74,-118.58831041834677
75,-153.83031013461294
76,-106.75203302231037
77,-103.8654493216884
78,-104.91873158852486
79,-118.28476034217564
80,-105.6418948697124
81,-160.63741225285105
82,-127.44438776293373
83,-99.37128399311729
84,-96.81339954503301
85,-102.05812178980234
86,-161.5431377048464
87,-131.94959712550562
88,-100.22972960030575
89,-87.42456252254485
90,-93.62355202287179
91,-108.36721954029699
92,-103.16055538851842
93,-100.81139703441727
94,-108.41591045696359
95,-126.25641347662751
96,-91.01681424884136
97,-116.30502376343365
98,-105.6915805829719
99,-123.39408335577284
100,-86.69033863660148
101,-117.762284974695
102,-65.56482867215927
103,-123.99331891699555
104,-117.28221213319655
105,-148.48182522460743
106,-105.17631687666315
107,-107.51690783951008
108,-113.18433929607181
109,-124.12440128848773
110,-100.88487949098659
111,-113.51782531914937
112,-113.97168080846923
113,-124.57381323528769
114,-105.79862169972951
115,-126.41839069682166
116,-129.9812041842575
117,-119.49258119023548
118,-125.24556221427659
119,-113.05842660138856
120,-100.92674142375249
121,-106.99674943632367
122,-101.25228489942779
123,-118.04580438734956
124,-90.42539852027032
125,-120.0093363220871
126,-104.41395942919625
127,-92.01635393187348
128,-103.74065769862175
129,-92.54611523144632
130,-130.38871657339484
131,-107.86880306663609
132,-142.67988527788862
133,-123.80083260916896
134,-120.0837828764314
135,-123.46618277020839
136,-123.6567138078683
137,-129.7891007033807
138,-104.50551299479768
139,-81.20890173611106
140,-156.042610350613
141,-126.71923025419945
142,-142.14795363488392
143,-113.91752184903899
144,-127.12021972902312
145,-130.85755065589765
146,-100.82882407295848
147,-124.56530325300594
148,-98.86690633516233
149,-129.93149332661363
150,-102.0252756825581
151,-90.47961256515825
152,-120.05186430652952
153,-133.8620658364028
154,-139.22142774691025
155,-108.03534099485952
156,-117.25527775217238
157,-107.9699016432417
158,-92.6206118530099
159,-119.7934325043706
160,-91.8153510982764
161,-100.58379056805353
162,-100.03679410150647
163,-99.01023007096934
164,-160.35138108392763
165,-90.84226666073008
166,-111.18772503459522
167,-115.11888698897994
168,-142.73518687516113
169,-97.02117692226749
170,-127.93509901453146
171,-103.40032608893117
172,-105.71127539233426
173,-105.78795986373564
174,-151.2907778039323
175,-116.56234031052558
176,-130.00707706882716
177,-136.83290784863215
178,-132.38562853777051
179,-82.51089465495065
180,-133.39234121457167
181,-117.86478535060174
182,-88.53747700491847
183,-96.54121973904134
184,-96.80622091059588
185,-113.34800733727245
186,-132.4945552673641
187,-122.56208836396294
188,-112.77279662239773
189,-109.2236753097781
190,-95.38699723292275
191,-82.36667870709813
192,-101.07467020666247
193,-136.88538211310828
194,-95.85895117651197
195,-83.81508050058737
196,-86.5414393926919
197,-108.07095787988348
198,-85.17874683457241
199,-97.04334034108818
200,-98.60636975097975
201,-118.25376592794763
202,-129.92947146468666
203,-85.61358960438056
204,-70.49147689683734
205,-111.07593377381079
206,-112.1537601327799
207,-120.0771733408429
208,-87.48346980597333
209,-92.72865685920415
210,-100.86704911894385
211,-124.75269217816142
212,-103.60139714099103
213,-110.98879862427566
214,-111.32492101679603
