,Value
97,-89.6986103052544
98,-72.557486634772
99,-78.1085091469171
100,-67.80836086941102
101,-61.166851505626525
102,-146.49064434495642
103,-77.9585058421134
104,-71.14913672323385
105,-53.82075879489296
106,-59.58827198183642
107,-80.5660891503834
108,-76.89258169691787
109,-98.39166236485858
110,-87.62969651644124
111,-65.96008030170304
112,-74.10134784784898
113,-66.82388986277871
114,-97.19983984528253
115,-77.52643642430571
116,-111.01950448904162
117,-67.18743866411522
118,-79.6256966814694
119,-55.516255390442815
120,-71.47630903326818
121,-72.71806803490378
122,-68.61595501099998
123,-88.46411676202368
124,-59.784604137405765
125,-69.00021523461139
126,-65.59414291191919
127,-72.57941127360917
128,-79.46181867729715
129,-67.55844615318453
130,-48.640016888674424
131,-71.35320152582337
132,-77.64049010346102
133,-101.1353426099589
134,-81.27868735282848
135,-68.1646728141993
136,-81.52582472657846
137,-58.79064196800878
138,-68.34441652172077
139,-107.84392946436773
140,-80.71575315178187
141,-79.20104993344475
142,-95.28990573513317
143,-86.98556569527472
144,-118.17956267093636
145,-109.12314546435157
146,-72.03747445272852
147,-80.7776701786874
148,-79.1250099986257
149,-97.5311094745034
150,-88.36435884228386
151,-92.51614380099838
152,-93.53578049432642
153,-85.71925310965642
154,-87.97957048048262
155,-94.91023330006662
156,-59.480502012590215
157,-106.31446477321094
158,-62.91960994663215
159,-106.79704476709519
160,-85.88249892924708
161,-110.08460708546154
162,-70.82399456281544
163,-66.3448706184116
164,-74.13779067698603
165,-124.81347396712324
166,-71.61402017676387
167,-104.09522675780929
168,-72.89967538174864
169,-86.57909409494724
170,-60.28069632496289
171,-64.43021327227322
172,-65.44094720615433
173,-70.20046568274932
174,-84.37835782570254
175,-76.97776331920892
176,-84.65640277414954
177,-67.87797519222008
178,-56.655485980706445
179,-88.41553626130994
180,-74.6280317918121
181,-80.32668157088165
182,-77.98827346569045
183,-84.10063727807238
184,-68.3795310057559
185,-78.54854972420767
186,-91.11061774725934
187,-98.14112105655377
188,-84.24298178993709
189,-87.17114266582237
190,-76.08057847424622
191,-66.18405525137788
192,-110.41139294261446
193,-105.57751886853569
194,-62.87749338850996
195,-103.55949288711118
196,-100.4101057562388
197,-91.79576520525018
198,-88.89298041474929
199,-73.50792854342107
200,-86.95290948068984
201,-109.0209010979728
202,-101.55166305974522
203,-94.89596639733638
204,-89.31225444122776
205,-85.6109515694778
206,-73.38323691135173
207,-62.06031494694315
208,-83.04077065640868
209,-99.16551325344228
210,-69.24793256533937
211,-64.52397251215596
212,-89.22758337496062
213,-88.06534550921151
214,-116.96255717210647
215,-90.4564113842677
216,-54.04857063593723
217,-56.34783834338424
218,-94.4269713017339
219,-69.24074841860735
220,-97.03996323474009
221,-67.01054137639039
222,-94.64127834884675
223,-84.32348953286396
224,-78.3020536265486
225,-68.35002686268868
226,-75.28217815188815
227,-65.39214463053098
228,-94.13177146231274
229,-76.19183280090566
230,-85.5244049067225
231,-97.14500407723982
232,-93.22716612791103
233,-76.26009681384873
234,-97.85977220674428
235,-100.16192892192228
236,-88.6672066530084
237,-92.86798590588467
238,-61.81430388841367
239,-81.58594232570864
240,-84.99355012529671
241,-85.63982556561594
242,-55.10255028813558
243,-79.75240220906245
244,-83.8702767153791
245,-78.83732266758574
246,-61.13533206550503
247,-75.32354805161226
248,-83.3526393399792
249,-74.52664913533465
250,-58.83257786211001
251,-67.94625563493048
252,-72.07786116893496
253,-96.26235961365595
254,-81.12407313050733
255,-81.10135513508287
256,-65.43949594478748
257,-73.07776624895233
258,-74.00789243578815
259,-91.87248319068141
260,-71.03533856095312
261,-58.17301843754586
262,-87.4272301040078
263,-54.60691020682664
264,-120.30753728089167
265,-86.96756125438452
266,-72.49396155790139
267,-78.0467909139968
268,-63.060183309336026
269,-93.41646410712836
270,-78.66709577709673
271,-73.28481653161197
272,-72.80141140898573
273,-89.88104470730096
274,-75.54867339295734
275,-56.43285791513561
276,-71.54044747881159
277,-55.70137696499093
278,-94.3299592343268
279,-62.39878847971876
280,-113.09690017498113
281,-72.4025146760881
282,-63.92421282355372
283,-92.43968609838225
284,-67.23424403888292
285,-59.58061812241152
286,-91.10187686795675
287,-73.26800091311766
288,-51.756926569062934
289,-96.31808590635451
290,-66.21502524050086
291,-79.90067626729885
292,-69.65471718909676
293,-62.12675893531722
294,-62.40007602156692
295,-75.40309990077101
296,-62.403107982701066
297,-104.20346989759867
298,-105.97623880570443
299,-79.8722588586149
