,Value
119,-57.12625539044283
120,-73.3663090332681
121,-75.28806803490377
122,-70.5759550110001
123,-89.29411676202369
124,-62.8346041374057
125,-68.61021523461156
126,-68.00414291191927
127,-73.17941127360916
128,-81.17181867729713
129,-69.3784461531845
130,-49.69001688867438
131,-73.0332015258233
132,-80.72049010346082
133,-103.47534260995864
134,-82.92868735282862
135,-69.88467281419925
136,-82.86582472657831
137,-60.09064196800891
138,-68.42441652172087
139,-108.87392946436815
140,-80.98575315178176
141,-78.44104993344453
142,-95.97990573513313
143,-87.78556569527437
144,-120.9395626709362
145,-111.70314546435159
146,-72.38747445272826
147,-81.2676701786876
148,-80.72500999862564
149,-100.57110947450327
150,-90.46435884228381
151,-93.05614380099833
152,-92.72578049432656
153,-85.57925310965663
154,-88.73957048048251
155,-95.01023330006669
156,-61.540502012590046
157,-108.86446477321051
158,-65.26960994663216
159,-108.99704476709465
160,-87.33249892924705
161,-111.8546070854618
162,-72.79399456281537
163,-68.29487061841157
164,-77.36779067698612
165,-126.52347396712328
166,-73.30402017676384
167,-108.32522675780999
168,-76.55967538174863
169,-88.3890940949472
170,-63.8006963249628
171,-67.830213272273
172,-68.92094720615403
173,-71.22046568274928
174,-86.09835782570256
175,-80.207763319209
176,-86.71640277414947
177,-69.45797519222012
178,-57.525485980706534
179,-91.74553626130992
180,-76.02803179181198
181,-82.15668157088172
182,-79.44827346569055
183,-87.8606372780721
184,-71.36953100575593
185,-80.15854972420766
186,-92.89061774725958
187,-99.97112105655368
188,-86.70298178993698
189,-88.52114266582247
190,-78.94057847424618
191,-68.90405525137808
192,-111.1213929426143
193,-107.51751886853563
194,-64.92749338851024
195,-104.83949288711145
196,-103.04010575623897
197,-94.41576520525035
198,-91.67298041474935
199,-77.34792854342095
200,-89.6829094806896
201,-110.38090109797243
202,-104.79166305974522
203,-98.26596639733637
204,-92.6022544412277
205,-88.62095156947785
206,-73.93323691135166
207,-63.090314946943124
208,-87.0807706564088
209,-102.02551325344206
210,-70.59793256533924
211,-65.84397251215594
212,-91.13758337496073
213,-90.2453455092115
214,-117.93255717210658
215,-92.1564113842675
216,-55.43857063593725
217,-57.79783834338427
218,-94.45697130173372
219,-71.22074841860744
220,-98.96996323474015
221,-68.3005413763905
222,-96.55127834884681
223,-86.09348953286403
224,-80.04205362654871
225,-71.13002686268871
226,-76.78217815188806
227,-69.52214463053109
228,-95.70177146231285
229,-79.82183280090553
230,-87.9544049067227
231,-100.5250040772398
232,-97.57716612791084
233,-78.60009681384884
234,-98.90977220674415
235,-104.4219289219224
236,-90.90720665300839
237,-96.45798590588463
238,-65.43430388841378
239,-84.0159423257085
240,-86.18355012529653
241,-87.08982556561584
242,-57.002550288135694
243,-81.91240220906222
244,-87.41027671537891
245,-81.46732266758573
246,-62.365332065505015
247,-77.48354805161229
248,-85.49263933997919
249,-77.37664913533487
250,-60.342577862109955
251,-67.41625563493031
252,-73.09786116893513
253,-96.43235961365619
254,-81.47407313050755
255,-80.8413551350828
256,-67.99949594478748
257,-73.8377662489521
258,-75.23789243578813
259,-92.8124831906812
260,-72.40533856095306
261,-58.76301843754592
262,-88.19723010400767
263,-55.20691020682634
264,-123.03753728089154
265,-87.81756125438466
266,-74.56396155790151
267,-79.56679091399667
268,-63.89018330933608
269,-94.28646410712845
270,-79.44709577709673
271,-74.60481653161187
272,-75.13141140898571
273,-90.3010447073007
274,-77.28867339295729
275,-56.51285791513548
276,-72.69044747881142
277,-56.0113769649908
278,-94.49995923432672
279,-64.80878847971879
280,-113.75690017498098
281,-72.78251467608841
282,-64.69421282355377
283,-93.14968609838208
284,-66.6942440388832
285,-60.65061812241157
286,-90.48187686795698
287,-76.19800091311758
288,-53.87692656906281
289,-96.68808590635433
290,-65.80502524050092
291,-80.52067626729867
292,-71.58471718909672
293,-63.25675893531718
294,-65.09007602156703
295,-77.77309990077087
296,-64.1731079827011
297,-106.17346989759858
298,-107.54623880570469
299,-81.05225885861486
