,Value
169,-71.84456079362317
170,-63.37381004691275
171,-51.40967170576765
172,-59.18510119449174
173,-69.56302169892506
174,-71.20691621902202
175,-71.51607152835379
176,-47.91734166117617
177,-62.71527628719284
178,-83.63370529592541
179,-61.263467427992055
180,-69.42721447018104
181,-77.1642058383911
182,-54.45012129304964
183,-50.92593649413924
184,-50.23239517818538
185,-66.0790069819535
186,-61.33031129891266
187,-59.48294168970557
188,-79.85615925386453
189,-60.81225770840225
190,-76.04738667933783
191,-75.72502829362944
192,-82.14348583085945
193,-75.23413991150082
194,-79.69800638265498
195,-62.18533115085121
196,-65.79965345098462
197,-71.2234207771212
198,-63.21037583891217
199,-63.35019900788127
200,-69.1775008281686
201,-65.77855961475402
202,-68.73622972799181
203,-57.16112828458474
204,-56.691301450606396
205,-72.77884662405721
206,-60.96021677975658
207,-63.90842467307107
208,-67.58213728031191
209,-80.54082791295988
210,-69.11785611139683
211,-82.83784459668473
212,-52.81472842979908
213,-59.412466013956376
214,-104.53518602969211
215,-64.04727207272086
216,-70.13253985139825
217,-90.60605288260699
218,-75.69076507757697
219,-73.8022648574605
220,-62.801788617776936
221,-75.32555007136236
222,-58.02004583053557
223,-83.34295262674964
224,-66.30547780356244
225,-81.45280361033755
226,-61.62318796180632
227,-106.1331884519733
228,-65.35292872091168
229,-56.86969697209711
230,-103.0842141703564
231,-83.28443668310172
232,-62.62239145352195
233,-114.9383944692881
234,-69.43483774422563
235,-93.11094614835005
236,-85.7158754457881
237,-110.46455920005175
238,-63.861418712872606
239,-81.73337286721703
240,-59.475309628241476
241,-71.86816159315006
242,-60.38764573282742
243,-66.29179507715108
244,-91.51527180372656
245,-56.56830912765223
246,-58.862477715614055
247,-91.29880937116569
248,-61.268237782379
249,-69.27098120952759
250,-65.16312715473623
251,-56.05121773986642
252,-62.0163162757003
253,-88.55507908551576
254,-63.98831463292938
255,-62.23317319315498
256,-63.51686552017903
257,-52.358860154229625
258,-80.575095202214
259,-70.04576332087821
260,-68.32369665300114
261,-78.79572907928585
262,-57.05070825854104
263,-57.01172221164713
264,-75.98816180728332
265,-65.02039556225513
266,-88.86414474135171
267,-61.12956865120799
268,-81.47349895472351
269,-53.762146293541626
270,-76.15904360097097
271,-67.5927174629223
272,-68.57246414543587
273,-68.12672095017572
274,-83.91348071247812
275,-72.65573832090323
276,-72.64302262960169
277,-54.671443472723865
278,-61.567150910090376
279,-73.720436539019
280,-52.053591559794064
281,-90.35151393015285
282,-67.97779700302779
283,-77.82359442632196
284,-97.84933056757907
285,-72.47903943260084
286,-59.4922950878467
287,-92.34555308552622
288,-83.7819901936061
289,-63.78908812940498
290,-74.34427957373995
291,-71.16821087114823
292,-47.61106831509604
293,-84.42686974769109
294,-55.833178187691374
295,-60.26245418388136
296,-63.14393253471246
297,-58.074884205850616
298,-72.5482678372772
299,-52.55581679751447
