,Value
190,-75.73738667933786
191,-76.30502829362969
192,-82.86348583085956
193,-75.54413991150095
194,-79.188006382655
195,-61.95533115085127
196,-64.87965345098468
197,-70.95342077712101
198,-62.6603758389122
199,-63.54019900788133
200,-68.64750082816866
201,-64.9085596147539
202,-68.28622972799181
203,-56.12112828458478
204,-56.96130145060653
205,-72.69884662405738
206,-62.19021677975648
207,-63.528424673071086
208,-68.20213728031202
209,-79.61082791295982
210,-70.63785611139674
211,-84.06784459668457
212,-53.93472842979911
213,-61.0124660139564
214,-107.15518602969219
215,-64.63727207272116
216,-69.42253985139835
217,-90.9260528826068
218,-77.10076507757718
219,-73.62226485746055
220,-62.39178861777691
221,-74.00555007136228
222,-57.9800458305355
223,-82.6229526267497
224,-66.06547780356242
225,-81.89280361033742
226,-61.7731879618063
227,-106.45318845197342
228,-64.87292872091174
229,-56.85969697209701
230,-101.87421417035635
231,-82.42443668310172
232,-62.812391453522004
233,-113.58839446928827
234,-69.81483774422513
235,-92.77094614834996
236,-85.60587544578814
237,-109.96455920005182
238,-64.41141871287257
239,-82.2133728672172
240,-59.15530962824164
241,-73.15816159315013
242,-61.24764573282765
243,-67.32179507715092
244,-92.39527180372662
245,-58.198309127652195
246,-59.09247771561407
247,-92.70880937116608
248,-62.568237782378745
249,-69.59098120952757
250,-65.40312715473627
251,-55.851217739866456
252,-62.19631627570038
253,-88.0350790855155
254,-63.13831463292937
255,-61.733173193154926
256,-62.236865520178995
257,-51.298860154229615
258,-79.805095202214
259,-69.39576332087823
260,-67.65369665300105
261,-80.79572907928625
262,-56.740708258541076
263,-57.72172221164728
264,-74.89816180728332
265,-65.88039556225507
266,-88.9641447413518
267,-61.07956865120773
268,-82.15349895472353
269,-53.44214629354165
270,-76.47904360097094
271,-68.01271746292231
272,-67.64246414543591
273,-68.01672095017568
274,-82.91348071247805
275,-70.91573832090327
276,-72.02302262960178
277,-53.67144347272379
278,-60.887150910090305
279,-72.97043653901905
280,-51.39359155979395
281,-89.17151393015294
282,-66.83779700302777
283,-78.76359442632186
284,-96.83933056757895
285,-71.19903943260145
286,-59.66229508784685
287,-92.0755530855264
288,-82.20199019360598
289,-64.1390881294051
290,-73.10427957373999
291,-70.33821087114835
292,-47.281068315095986
293,-83.20686974769067
294,-54.37317818769138
295,-59.19245418388126
296,-61.19393253471253
297,-57.064884205850674
298,-70.29826783727705
299,-50.915816797514495
