,Value
104,-84.48927267035289
105,-67.37076892840386
106,-64.66824777235817
107,-52.01589964002401
108,-81.26282902213396
109,-71.9263808260175
110,-65.18204658869038
111,-54.898903027291865
112,-82.71351069480873
113,-53.57145473198004
114,-65.20305930713431
115,-58.302452434863326
116,-63.5276766409314
117,-61.54002980613679
118,-73.11964981046142
119,-56.490500836013425
120,-97.66760953713487
121,-49.9815223454178
122,-73.66136829218654
123,-67.72638378580668
124,-69.61460180010612
125,-51.181279567896254
126,-52.80906595050374
127,-43.16772567931983
128,-65.30605565218359
129,-36.13317314892172
130,-49.18933870719856
131,-52.11301559250271
132,-47.8967286239574
133,-59.5457586388971
134,-85.86456640348936
135,-58.17720447004482
136,-62.25203441227419
137,-55.204180258021914
138,-64.97517324313291
139,-75.82694939409602
140,-90.6183682658326
141,-50.1703339649045
142,-78.28908456449798
143,-81.37685615496724
144,-59.35729034349204
145,-52.92760284024611
146,-61.564042841072876
147,-62.78141722773205
148,-61.2767727071898
149,-71.4154844506806
150,-61.26189936436113
151,-85.07775910390822
152,-69.01384721213053
153,-66.35036642255417
154,-59.99388953666952
155,-63.37785651555038
156,-61.4135063912713
157,-63.73925922895678
158,-74.43614993133147
159,-56.62130056200996
160,-75.86969511442203
161,-86.61221121119064
162,-56.79603759771201
163,-88.40645287300771
164,-68.23778500259714
165,-45.79154323455712
166,-68.90098179003095
167,-58.78194451789072
168,-83.44411308151766
169,-71.07456079362306
170,-62.61381004691255
171,-51.0696717057676
172,-59.325101194491744
173,-70.14302169892508
174,-71.34691621902195
175,-70.5460715283537
176,-48.247341661176236
177,-62.58527628719287
178,-83.01370529592535
179,-61.173467427992065
180,-68.45721447018099
181,-76.89420583839114
182,-54.720121293049615
183,-51.44593649413925
184,-50.30239517818532
185,-66.09900698195356
186,-61.53031129891266
187,-59.4629416897056
188,-79.57615925386455
189,-60.68225770840222
190,-76.05738667933794
191,-75.29502829362947
192,-82.21348583085944
193,-75.68413991150089
194,-79.51800638265505
195,-62.56533115085123
196,-65.85965345098467
197,-71.98342077712121
198,-62.49037583891214
199,-63.52019900788125
200,-69.67750082816863
201,-65.18855961475396
202,-69.0762297279918
203,-56.87112828458478
204,-56.98130145060647
205,-73.0988466240573
206,-60.8502167797566
207,-63.798424673071125
208,-67.10213728031208
209,-80.26082791295981
210,-69.38785611139689
211,-82.81784459668468
212,-52.81472842979902
213,-59.35246601395632
214,-105.71518602969222
215,-64.03727207272098
216,-69.39253985139837
217,-90.84605288260693
218,-75.07076507757695
219,-73.74226485746058
220,-62.85178861777695
221,-75.52555007136229
222,-58.73004583053554
223,-82.90295262674975
224,-66.02547780356248
225,-81.83280361033754
226,-62.36318796180633
227,-105.51318845197326
228,-65.4429287209117
229,-57.029696972097135
230,-103.48421417035645
231,-81.9744366831017
232,-62.57239145352188
233,-114.928394469288
234,-69.77483774422568
235,-93.60094614835012
236,-85.83587544578815
237,-110.73455920005173
238,-63.97141871287259
239,-81.40337286721709
240,-59.22530962824153
241,-71.72816159315006
242,-59.247645732827415
243,-66.23179507715108
244,-91.5452718037267
245,-56.48830912765219
246,-58.722477715614026
247,-92.00880937116571
248,-61.678237782379014
249,-69.39098120952761
250,-64.79312715473623
251,-55.58121773986638
252,-62.0463162757002
253,-87.20507908551569
254,-64.26831463292935
255,-62.673173193154945
256,-63.40686552017903
257,-52.46886015422958
258,-80.72509520221394
259,-70.00576332087826
260,-68.01369665300106
261,-79.56572907928603
262,-56.63070825854099
263,-57.551722211647174
264,-75.42816180728337
265,-64.42039556225511
266,-89.34414474135184
267,-61.659568651207906
268,-81.68349895472366
269,-53.772146293541695
270,-76.79904360097093
271,-67.77271746292226
272,-68.48246414543587
273,-68.26672095017575
274,-83.23348071247815
275,-72.18573832090316
276,-72.34302262960179
277,-54.621443472723854
278,-61.63715091009037
279,-74.63043653901903
280,-51.98359155979415
281,-90.2615139301529
282,-67.72779700302782
283,-77.92359442632188
284,-98.13933056757902
285,-72.10903943260092
286,-59.542295087846675
287,-92.3055530855263
288,-83.66199019360604
289,-64.25908812940499
290,-74.59427957373995
291,-71.58821087114838
292,-47.37106831509603
293,-85.326869747691
294,-55.913178187691415
295,-60.72245418388134
296,-64.10393253471257
297,-58.78488420585072
298,-72.00826783727717
299,-52.38581679751452
