,Value
130,-48.289338707198624
131,-50.55301559250268
132,-47.61672862395745
133,-58.085758638896934
134,-86.24456640348879
135,-56.77720447004507
136,-61.61203441227421
137,-53.81418025802198
138,-65.365173243133
139,-75.1069493940962
140,-90.16836826583264
141,-49.020333964904154
142,-77.29908456449803
143,-81.50685615496684
144,-59.20729034349216
145,-51.78760284024612
146,-59.55404284107292
147,-62.03141722773218
148,-59.0267727071899
149,-70.58548445068067
150,-61.221899364361185
151,-83.61775910390813
152,-67.50384721213055
153,-65.16036642255406
154,-57.98388953666954
155,-61.33785651555038
156,-59.253506391271266
157,-61.14925922895677
158,-74.37614993133172
159,-55.141300562009825
160,-73.81969511442205
161,-84.97221121119063
162,-55.626037597712
163,-86.69645287300781
164,-66.72778500259719
165,-43.661543234557186
166,-67.97098179003108
167,-57.7719445178907
168,-82.81411308151775
169,-69.31456079362307
170,-60.67381004691261
171,-50.25967170576749
172,-57.95510119449166
173,-67.65302169892512
174,-69.22691621902197
175,-69.4260715283537
176,-45.867341661176205
177,-60.525276287193016
178,-81.36370529592543
179,-60.53346742799194
180,-67.58721447018105
181,-75.7242058383912
182,-53.95012129304958
183,-49.17593649413929
184,-48.782395178185375
185,-64.55900698195347
186,-59.560311298912644
187,-58.40294168970555
188,-78.65615925386462
189,-60.05225770840222
190,-74.5873866793379
191,-75.5750282936296
192,-81.39348583085936
193,-73.54413991150082
194,-77.14800638265504
195,-60.765331150851225
196,-63.85965345098482
197,-70.05342077712115
198,-61.17037583891222
199,-61.9901990078812
200,-68.13750082816857
201,-63.78855961475391
202,-68.02622972799182
203,-54.8311282845847
204,-55.621301450606516
205,-70.8988466240573
206,-58.67021677975657
207,-64.70842467307135
208,-65.72213728031201
209,-78.69082791295976
210,-67.96785611139676
211,-81.68784459668464
212,-51.074728429799066
213,-58.412466013956376
214,-104.4951860296923
215,-61.997272072720875
216,-67.15253985139815
217,-90.1160528826071
218,-75.45076507757702
219,-73.96226485746053
220,-61.72178861777701
221,-72.70555007136225
222,-57.430045830535484
223,-81.92295262674985
224,-66.05547780356255
225,-79.64280361033764
226,-61.49318796180646
227,-104.20318845197323
228,-66.39292872091187
229,-56.61969697209703
230,-100.64421417035625
231,-80.87443668310155
232,-63.61239145352185
233,-113.62839446928808
234,-68.81483774422576
235,-92.94094614834998
236,-86.18587544578793
237,-109.97455920005186
238,-62.801418712872646
239,-80.09337286721698
240,-57.4653096282416
241,-69.37816159315011
242,-58.907645732827476
243,-64.17179507715107
244,-89.51527180372673
245,-55.368309127652104
246,-56.642477715613985
247,-90.63880937116588
248,-59.358237782379184
249,-67.17098120952764
250,-64.09312715473632
251,-54.871217739866424
252,-60.08631627570024
253,-87.52507908551578
254,-61.76831463292946
255,-61.12317319315495
256,-60.916865520179044
257,-50.13886015422967
258,-79.87509520221407
259,-67.34576332087815
260,-66.44369665300113
261,-78.155729079286
262,-55.97070825854125
263,-56.84172221164711
264,-74.32816180728345
265,-63.32039556225503
266,-87.91414474135176
267,-61.11956865120777
268,-80.67349895472319
269,-55.22214629354164
270,-75.51904360097082
271,-67.1227174629224
272,-67.47246414543594
273,-66.67672095017569
274,-82.90348071247811
275,-71.60573832090343
276,-70.8230226296017
277,-53.23144347272374
278,-59.50715091009054
279,-72.72043653901903
280,-51.68359155979387
281,-89.35151393015285
282,-67.15779700302787
283,-77.21359442632179
284,-95.54933056757912
285,-70.56903943260068
286,-59.072295087846555
287,-91.49555308552642
288,-80.89199019360605
289,-61.709088129404925
290,-72.78427957374001
291,-69.89821087114834
292,-46.791068315096055
293,-85.21686974769109
294,-55.69317818769146
295,-59.9724541838814
296,-61.943932534712545
297,-57.35488420585068
298,-70.3882678372772
299,-50.44581679751446
